ID Empleado,Edad,Género,Estado civil,Nivel educativo,Especialización,Años trabajando,Compañías empleadoras,Departamento,Cargo,Banda laboral,Sede,Frecuencia de viajes,Distancia al hogar,Ingresos mensuales,Nivel de stock options,Horas extraordinarias,Sesiones de formación,Años en la empresa,Años en el cargo,Años sin promocionar,Años con el mismo jefe,% Incremento salarial,Rendimiento,Satisfacción con el trabajo,Satisfacción con el ambiente,Satisfacción con las relaciones,Nivel de involucración,Balance de la vida laboral,Estado de la relación laboral,Tipo de desvinculación,Razón de la desvinculación,Turnover,GrupoEdad,Satisfaccion_bucket
ECU-0797,25,Masculino,Casado,1,Grado técnico,7,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,4,3691,1,,3,7,7,5,6,15,3,4,4,2,3,4,Finalizada,Voluntaria,Dimisión,1,25-34,4
ECU-0798,26,Masculino,Divorciado,3,Medicina,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,21,2377,1,,0,1,1,0,0,20,4,3,1,3,3,2,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0799,33,Masculino,Soltero,3,Medicina,5,4,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,25,2313,0,,0,2,2,2,2,20,4,2,1,2,2,3,Finalizada,Voluntaria,Dimisión,1,25-34,2
ECU-0800,42,Masculino,Casado,2,Medicina,23,0,Investigación y desarrollo,Director,4,Bilbao,Viajes ocasionales,2,17665,1,,3,22,6,13,7,17,3,1,4,4,3,3,Activa,,,0,35-44,1
ECU-0801,28,Masculino,Divorciado,3,Medicina,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,1,2596,2,,2,1,0,0,0,15,3,2,1,1,2,3,Finalizada,Voluntaria,Dimisión,1,25-34,2
ECU-0802,50,Masculino,Soltero,4,Otras,5,3,Ventas,Ejecutivo de ventas,2,Madrid,Viajes frecuentes,1,4728,0,,4,0,0,0,0,14,3,3,4,4,3,3,Finalizada,Voluntaria,Dimisión,1,45-54,3
ECU-0803,33,Femenino,Casado,3,Ciencias de la vida,4,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,7,4302,1,,3,3,2,0,2,17,3,2,4,3,3,3,Activa,,,0,25-34,2
ECU-0804,34,Masculino,Casado,4,Ciencias de la vida,6,3,Investigación y desarrollo,Investigador,1,Bilbao,Sin desplazamientos,3,2979,3,,2,0,0,0,0,17,3,4,3,4,2,3,Activa,,,0,25-34,4
ECU-0805,48,Masculino,Soltero,4,Medicina,27,2,Investigación y desarrollo,Director,4,Madrid,Sin desplazamientos,1,16885,0,,3,5,4,2,1,22,4,4,1,3,4,2,Activa,,,0,45-54,4
ECU-0806,45,Femenino,Casado,4,Ciencias de la vida,15,1,Ventas,Ejecutivo de ventas,2,Bilbao,Sin desplazamientos,9,5593,1,,2,15,10,4,12,13,3,3,2,4,2,3,Activa,,,0,45-54,3
ECU-0807,52,Masculino,Soltero,4,Ciencias de la vida,18,7,Investigación y desarrollo,Representante sanitario,3,Barcelona,Viajes ocasionales,7,10445,0,,4,8,6,4,0,19,3,2,2,4,3,3,Activa,,,0,45-54,2
ECU-0808,38,Masculino,Divorciado,4,Marketing,9,0,Ventas,Ejecutivo de ventas,3,Madrid,Viajes ocasionales,10,8740,2,,2,8,7,2,7,14,3,3,3,2,2,3,Activa,,,0,35-44,3
ECU-0809,29,Femenino,Divorciado,4,Ciencias de la vida,11,4,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,28,2514,1,,1,7,5,1,7,22,4,4,3,1,3,3,Activa,,,0,25-34,4
ECU-0810,28,Femenino,Divorciado,3,Medicina,10,0,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes ocasionales,3,7655,3,,3,9,7,1,7,17,3,2,4,2,3,2,Activa,,,0,25-34,2
ECU-0811,46,Masculino,Casado,1,Marketing,23,3,Ventas,Director,4,Bilbao,Viajes ocasionales,3,17465,1,,3,12,9,4,9,12,3,3,1,4,3,3,Activa,,,0,45-54,3
ECU-0812,38,Masculino,Soltero,2,Marketing,10,7,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,2,7351,0,,2,1,0,0,0,16,3,2,4,3,3,3,Activa,,,0,35-44,2
ECU-0813,43,Femenino,Casado,3,Ciencias de la vida,18,8,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes frecuentes,27,10820,1,,1,8,7,0,1,11,3,1,3,3,3,3,Activa,,,0,35-44,1
ECU-0814,39,Masculino,Divorciado,3,Ciencias de la vida,21,7,Investigación y desarrollo,Representante sanitario,4,Bilbao,Viajes frecuentes,2,12169,3,,4,18,7,11,5,11,2,4,1,4,3,3,Finalizada,Voluntaria,Dimisión,1,35-44,4
ECU-0815,40,Masculino,Soltero,3,Medicina,21,1,Investigación y desarrollo,Director de investigación,5,Bilbao,Viajes ocasionales,14,19626,0,,2,20,7,4,9,14,3,3,3,1,2,4,Activa,,,0,35-44,3
ECU-0816,21,Femenino,Soltero,1,Grado técnico,2,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,1,2070,0,,6,2,2,2,2,11,3,2,4,3,2,4,Activa,,,0,<25,2
ECU-0817,39,Masculino,Soltero,3,Ciencias de la vida,9,9,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Sin desplazamientos,9,6782,0,,2,5,4,0,3,15,3,2,3,3,3,2,Activa,,,0,35-44,2
ECU-0818,36,Masculino,Soltero,4,Ciencias de la vida,18,2,Investigación y desarrollo,Director de fabricación,2,Barcelona,Sin desplazamientos,18,7779,0,,0,11,9,0,9,20,4,4,1,1,3,3,Activa,,,0,35-44,4
ECU-0819,31,Masculino,Casado,3,Ciencias de la vida,3,0,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,20,2791,1,,4,2,2,2,2,12,3,4,3,1,4,3,Activa,,,0,25-34,4
ECU-0820,28,Masculino,Casado,1,Ciencias de la vida,6,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,2,3201,0,,2,5,3,0,4,17,3,2,1,1,2,1,Activa,,,0,25-34,2
ECU-0821,35,Masculino,Divorciado,2,Marketing,5,1,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes frecuentes,11,4968,1,,3,5,2,0,2,11,3,4,4,4,3,3,Activa,,,0,35-44,4
ECU-0822,49,Masculino,Casado,4,Grado técnico,22,6,Ventas,Ejecutivo de ventas,4,Madrid,Viajes ocasionales,8,13120,1,,3,9,8,2,3,17,3,2,4,2,2,3,Activa,,,0,45-54,2
ECU-0823,34,Masculino,Soltero,2,Ciencias de la vida,5,2,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes frecuentes,2,4033,0,,3,3,2,0,2,11,3,3,4,4,3,2,Activa,,,0,25-34,3
ECU-0824,29,Femenino,Divorciado,3,Ciencias de la vida,8,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes frecuentes,10,3291,2,,2,7,5,1,1,14,3,2,4,4,3,2,Activa,,,0,25-34,2
ECU-0825,42,Masculino,Soltero,3,Medicina,16,4,Investigación y desarrollo,Técnico de laboratorio,2,Barcelona,Viajes ocasionales,29,4272,0,,3,1,0,0,0,19,3,4,2,1,1,3,Activa,,,0,35-44,4
ECU-0826,29,Masculino,Casado,1,Medicina,10,1,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,8,5056,1,,2,10,7,1,2,15,3,4,2,3,2,2,Activa,,,0,25-34,4
ECU-0827,38,Masculino,Casado,3,Recursos humanos,7,1,Recursos humanos,Gestor de personal,1,Madrid,Viajes ocasionales,1,2844,1,,2,7,6,5,0,13,3,3,3,4,4,4,Activa,,,0,35-44,3
ECU-0828,28,Masculino,Divorciado,3,Ciencias de la vida,3,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,6,2703,1,,2,3,1,0,2,14,3,3,3,4,2,3,Activa,,,0,25-34,3
ECU-0829,18,Masculino,Soltero,1,Medicina,0,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Sin desplazamientos,8,1904,0,,0,0,0,0,0,12,3,3,3,4,3,3,Finalizada,Voluntaria,Dimisión,1,<25,3
ECU-0830,33,Femenino,Soltero,4,Marketing,6,0,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,9,8224,0,,3,5,2,0,3,17,3,1,1,1,3,3,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0831,41,Masculino,Casado,4,Ciencias de la vida,6,3,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,12,4766,1,,4,1,0,0,0,11,3,4,2,1,3,3,Activa,,,0,35-44,4
ECU-0832,31,Masculino,Casado,3,Medicina,2,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes frecuentes,15,2610,1,,5,2,2,2,2,12,3,3,3,3,3,2,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-0833,37,Femenino,Divorciado,2,Medicina,9,7,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes ocasionales,25,5731,2,,2,6,2,1,3,13,3,4,3,3,2,3,Activa,,,0,35-44,4
ECU-0834,27,Masculino,Casado,3,Ciencias de la vida,4,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,6,2539,1,,0,4,2,2,2,13,3,3,4,3,2,3,Activa,,,0,25-34,3
ECU-0835,34,Femenino,Casado,1,Ciencias de la vida,6,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,9,5714,0,,3,6,5,1,3,20,4,3,2,1,3,2,Activa,,,0,25-34,3
ECU-0836,35,Masculino,Soltero,4,Grado técnico,6,1,Recursos humanos,Gestor de personal,1,Barcelona,Viajes ocasionales,8,4323,0,,2,5,4,1,4,17,3,3,3,2,3,1,Activa,,,0,35-44,3
ECU-0837,29,Femenino,Casado,1,Ciencias de la vida,11,1,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,23,7336,1,,3,11,8,3,10,13,3,1,4,1,2,1,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-0838,40,Femenino,Soltero,4,Medicina,20,9,Investigación y desarrollo,Director de investigación,3,Barcelona,Viajes frecuentes,9,13499,0,,3,18,7,2,13,17,3,3,2,3,3,2,Activa,,,0,35-44,3
ECU-0839,42,Masculino,Soltero,3,Ciencias de la vida,22,0,Ventas,Ejecutivo de ventas,4,Madrid,Viajes frecuentes,12,13758,0,,2,21,9,13,14,12,3,1,3,2,3,2,Finalizada,Voluntaria,Dimisión,1,35-44,1
ECU-0840,42,Masculino,Soltero,4,Marketing,9,7,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,4,5155,0,,3,6,4,1,5,13,3,1,2,4,3,4,Activa,,,0,35-44,1
ECU-0841,35,Masculino,Casado,4,Medicina,10,6,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,1,2258,1,,2,8,0,1,7,12,3,3,4,2,2,3,Activa,,,0,35-44,3
ECU-0842,24,Masculino,Soltero,3,Medicina,6,8,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,24,3597,0,,2,4,3,1,2,22,4,2,4,4,3,3,Activa,,,0,<25,2
ECU-0843,28,Femenino,Casado,1,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,12,2515,0,,4,1,1,0,0,11,3,4,3,4,3,2,Finalizada,Voluntaria,Dimisión,1,25-34,4
ECU-0844,26,Masculino,Casado,4,Medicina,8,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,3,4420,1,,2,8,7,0,7,22,4,4,1,2,4,3,Activa,,,0,25-34,4
ECU-0845,30,Masculino,Casado,3,Marketing,10,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,10,6578,1,,3,10,3,1,4,18,3,3,3,1,2,3,Activa,,,0,25-34,3
ECU-0846,40,Femenino,Casado,2,Medicina,16,3,Investigación y desarrollo,Investigador,2,Bilbao,Viajes frecuentes,26,4422,1,,3,1,1,0,0,13,3,4,3,4,2,1,Activa,,,0,35-44,4
ECU-0847,35,Masculino,Divorciado,3,Ciencias de la vida,15,2,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes ocasionales,2,10274,1,,2,7,7,6,4,18,3,2,3,2,2,4,Activa,,,0,35-44,2
ECU-0848,34,Masculino,Soltero,3,Medicina,14,0,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes frecuentes,1,5343,0,,3,13,9,4,9,20,4,1,4,3,2,3,Activa,,,0,25-34,1
ECU-0849,35,Masculino,Casado,4,Otras,2,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes frecuentes,4,2376,1,,2,2,2,2,2,13,3,4,4,2,2,4,Activa,,,0,35-44,4
ECU-0850,43,Femenino,Soltero,3,Marketing,7,8,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,9,5346,0,,2,4,3,1,3,13,2,3,1,2,1,2,Finalizada,Voluntaria,Dimisión,1,35-44,3
ECU-0851,32,Femenino,Divorciado,1,Ciencias de la vida,1,1,Ventas,Representante de ventas,1,Madrid,Sin desplazamientos,2,2827,3,,3,1,0,0,0,12,3,1,3,3,3,3,Activa,,,0,25-34,1
ECU-0852,56,Femenino,Divorciado,4,Grado técnico,28,4,Investigación y desarrollo,Director,5,Madrid,Viajes ocasionales,4,19943,1,,2,5,2,4,2,13,3,1,4,4,3,3,Activa,,,0,55+,1
ECU-0853,29,Femenino,Casado,1,Medicina,10,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,6,3131,1,,5,10,8,0,8,13,3,4,2,1,3,3,Activa,,,0,25-34,4
ECU-0854,19,Masculino,Soltero,2,Ciencias de la vida,1,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,9,2552,0,,4,1,1,0,0,25,4,1,3,3,3,3,Activa,,,0,<25,1
ECU-0855,45,Femenino,Casado,3,Medicina,7,4,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,7,4477,1,,2,3,2,0,2,19,3,3,1,3,3,2,Activa,,,0,45-54,3
ECU-0856,37,Femenino,Casado,3,Ciencias de la vida,14,1,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,1,6474,1,,2,14,8,3,11,13,3,4,4,2,2,2,Activa,,,0,35-44,4
ECU-0857,20,Masculino,Soltero,3,Ciencias de la vida,2,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,3,3033,0,,2,2,2,1,2,12,3,3,1,1,2,2,Activa,,,0,<25,3
ECU-0858,44,Masculino,Soltero,4,Ciencias de la vida,6,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,10,2936,0,,4,6,4,0,2,11,2,3,3,3,3,3,Finalizada,Voluntaria,Dimisión,1,35-44,3
ECU-0859,53,Femenino,Divorciado,2,Medicina,26,3,Investigación y desarrollo,Director,5,Bilbao,Viajes ocasionales,7,18606,1,,6,7,7,4,7,18,3,3,4,2,3,3,Activa,,,0,45-54,3
ECU-0860,29,Femenino,Casado,1,Ciencias de la vida,6,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,15,2168,1,,2,5,4,1,3,18,3,4,2,1,1,2,Activa,,,0,25-34,4
ECU-0861,22,Masculino,Casado,4,Ciencias de la vida,1,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,3,2853,1,,5,0,0,0,0,11,3,4,3,2,2,3,Finalizada,Voluntaria,Dimisión,1,<25,4
ECU-0862,46,Femenino,Casado,3,Marketing,28,8,Ventas,Director,4,Madrid,Viajes ocasionales,2,17048,0,,2,26,15,15,9,23,4,1,3,1,3,3,Activa,,,0,45-54,1
ECU-0863,44,Masculino,Soltero,3,Ciencias de la vida,6,2,Investigación y desarrollo,Investigador,1,Madrid,Sin desplazamientos,17,2290,0,,3,0,0,0,0,13,3,3,4,4,1,3,Activa,,,0,35-44,3
ECU-0864,33,Masculino,Casado,3,Recursos humanos,5,1,Recursos humanos,Gestor de personal,1,Bilbao,Viajes ocasionales,2,3600,1,,2,5,4,1,4,13,3,3,2,4,3,3,Activa,,,0,25-34,3
ECU-0865,41,Masculino,Divorciado,2,Ciencias de la vida,5,6,Investigación y desarrollo,Investigador,1,Bilbao,Sin desplazamientos,5,2107,1,,2,1,0,0,0,17,3,1,1,1,2,1,Finalizada,Voluntaria,Dimisión,1,35-44,1
ECU-0866,30,Masculino,Divorciado,4,Ciencias de la vida,8,8,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,29,4115,3,,3,4,3,0,3,19,3,1,3,3,3,3,Activa,,,0,25-34,1
ECU-0867,40,Masculino,Casado,4,Medicina,5,5,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes frecuentes,2,4327,3,,2,0,0,0,0,12,3,2,2,4,3,3,Activa,,,0,35-44,2
ECU-0868,50,Femenino,Casado,3,Medicina,32,2,Investigación y desarrollo,Director,4,Bilbao,Viajes frecuentes,2,17856,1,,3,2,2,2,2,22,4,1,4,3,3,3,Activa,,,0,45-54,1
ECU-0869,28,Masculino,Casado,4,Medicina,6,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,19,3196,3,,2,6,5,3,3,12,3,1,4,3,2,3,Activa,,,0,25-34,1
ECU-0870,46,Masculino,Casado,2,Ciencias de la vida,25,5,Investigación y desarrollo,Director de investigación,5,Barcelona,Viajes ocasionales,15,19081,1,,2,4,2,0,3,11,3,2,4,1,3,3,Activa,,,0,45-54,2
ECU-0871,35,Masculino,Casado,4,Ciencias de la vida,15,3,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,17,8966,3,,2,7,7,1,7,15,3,1,3,4,3,3,Activa,,,0,35-44,1
ECU-0872,24,Femenino,Casado,2,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,17,2210,1,,3,1,0,0,0,13,2,2,4,1,3,1,Finalizada,Voluntaria,Dimisión,1,<25,2
ECU-0873,33,Femenino,Casado,3,Medicina,10,1,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes frecuentes,25,4539,1,,3,10,7,0,1,12,3,3,2,1,3,2,Activa,,,0,25-34,3
ECU-0874,36,Masculino,Divorciado,4,Ciencias de la vida,7,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,6,2741,1,,4,7,7,1,7,14,3,3,3,3,1,3,Activa,,,0,35-44,3
ECU-0875,30,Masculino,Divorciado,4,Ciencias de la vida,10,1,Investigación y desarrollo,Técnico de laboratorio,2,Barcelona,Viajes ocasionales,7,3491,3,,4,10,7,8,9,13,3,3,3,1,3,2,Activa,,,0,25-34,3
ECU-0876,44,Masculino,Soltero,4,Otras,20,1,Investigación y desarrollo,Investigador,2,Barcelona,Viajes ocasionales,29,4541,0,,3,20,11,13,17,25,4,4,4,2,3,3,Activa,,,0,35-44,4
ECU-0877,20,Masculino,Soltero,3,Marketing,2,1,Ventas,Representante de ventas,1,Barcelona,Viajes ocasionales,21,2678,0,,2,2,1,2,2,17,3,4,3,4,4,3,Activa,,,0,<25,4
ECU-0878,46,Masculino,Divorciado,4,Grado técnico,12,2,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,2,7379,1,,3,6,3,1,4,11,3,4,4,3,3,2,Activa,,,0,45-54,4
ECU-0879,42,Masculino,Casado,5,Medicina,10,7,Recursos humanos,Gestor de personal,2,Barcelona,Sin desplazamientos,2,6272,1,,3,4,3,0,3,16,3,1,4,1,4,4,Activa,,,0,35-44,1
ECU-0880,60,Masculino,Divorciado,4,Marketing,12,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,7,5220,1,,3,11,7,1,9,18,3,4,2,2,4,3,Activa,,,0,55+,4
ECU-0881,32,Femenino,Casado,3,Otras,2,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,13,2743,1,,2,2,2,2,2,20,4,2,3,3,2,3,Activa,,,0,25-34,2
ECU-0882,32,Femenino,Soltero,2,Ciencias de la vida,10,4,Investigación y desarrollo,Investigador,2,Barcelona,Viajes frecuentes,2,4998,0,,2,8,7,0,7,14,3,3,4,4,3,3,Activa,,,0,25-34,3
ECU-0883,36,Femenino,Divorciado,3,Grado técnico,17,2,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes ocasionales,1,10252,1,,2,7,7,7,7,21,4,1,3,3,1,3,Activa,,,0,35-44,1
ECU-0884,33,Masculino,Casado,3,Medicina,15,0,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,9,2781,1,,5,14,10,4,10,13,3,4,1,2,3,3,Activa,,,0,25-34,4
ECU-0885,40,Femenino,Divorciado,3,Grado técnico,7,7,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,10,6852,1,,2,5,1,1,3,12,3,2,2,2,2,4,Activa,,,0,35-44,2
ECU-0886,25,Masculino,Soltero,4,Ciencias de la vida,5,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,10,4950,0,,4,4,3,1,1,14,3,4,3,2,3,3,Activa,,,0,25-34,4
ECU-0887,30,Masculino,Casado,3,Medicina,12,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,1,3579,1,,2,11,9,5,7,21,4,2,4,1,3,3,Activa,,,0,25-34,2
ECU-0888,42,Femenino,Casado,5,Medicina,20,3,Investigación y desarrollo,Director de investigación,3,Bilbao,Viajes frecuentes,26,13191,0,,6,1,0,0,0,17,3,1,1,3,3,3,Activa,,,0,35-44,1
ECU-0889,35,Femenino,Casado,2,Marketing,16,4,Ventas,Ejecutivo de ventas,3,Bilbao,Sin desplazamientos,8,10377,1,,6,13,2,4,12,11,3,4,3,2,2,2,Activa,,,0,35-44,4
ECU-0890,27,Masculino,Casado,3,Ciencias de la vida,9,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,14,2235,2,,3,9,7,6,8,14,3,1,1,4,3,2,Activa,,,0,25-34,1
ECU-0891,54,Femenino,Divorciado,4,Ciencias de la vida,33,7,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes frecuentes,1,10502,1,,2,5,4,1,4,17,3,3,4,1,3,1,Activa,,,0,45-54,3
ECU-0892,44,Femenino,Casado,1,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,2,2011,1,,5,10,5,7,7,13,3,4,1,4,4,3,Activa,,,0,35-44,4
ECU-0893,19,Femenino,Soltero,3,Medicina,1,1,Investigación y desarrollo,Investigador,1,Madrid,Sin desplazamientos,10,1859,0,,2,1,1,0,0,25,4,2,1,2,2,4,Finalizada,Voluntaria,Dimisión,1,<25,2
ECU-0894,29,Femenino,Divorciado,3,Ciencias de la vida,3,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,1,3760,3,,5,3,2,1,2,15,3,4,1,1,3,3,Activa,,,0,25-34,4
ECU-0895,54,Masculino,Casado,3,Ciencias de la vida,36,3,Investigación y desarrollo,Director de investigación,4,Madrid,Viajes ocasionales,3,17779,0,,2,10,9,0,9,14,3,4,4,1,3,3,Activa,,,0,45-54,4
ECU-0896,31,Masculino,Casado,2,Medicina,6,1,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,11,6833,0,,2,6,5,0,1,12,3,1,3,4,3,2,Activa,,,0,25-34,1
ECU-0897,31,Femenino,Soltero,3,Medicina,10,1,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,24,6812,0,,2,10,9,1,8,19,3,1,3,2,2,3,Activa,,,0,25-34,1
ECU-0898,59,Femenino,Soltero,3,Ciencias de la vida,13,5,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,3,5171,0,,2,6,1,0,5,17,3,4,3,4,2,3,Activa,,,0,55+,4
ECU-0899,43,Masculino,Casado,3,Ciencias de la vida,25,3,Investigación y desarrollo,Director de investigación,5,Bilbao,Viajes ocasionales,3,19740,1,,2,8,7,0,7,14,3,4,3,2,1,3,Activa,,,0,35-44,4
ECU-0900,49,Masculino,Casado,2,Medicina,23,2,Investigación y desarrollo,Director,5,Bilbao,Viajes ocasionales,4,18711,1,,2,1,0,0,0,13,3,3,1,3,2,4,Activa,,,0,45-54,3
ECU-0901,36,Masculino,Casado,3,Grado técnico,12,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes frecuentes,3,3692,0,,2,11,10,0,7,12,3,2,3,3,3,2,Activa,,,0,35-44,2
ECU-0902,48,Masculino,Soltero,2,Grado técnico,7,5,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,2,2559,0,,4,1,0,0,0,11,3,2,4,3,4,2,Activa,,,0,45-54,2
ECU-0903,27,Masculino,Divorciado,2,Ciencias de la vida,5,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,4,2517,3,,2,5,3,0,3,11,3,3,1,2,3,3,Activa,,,0,25-34,3
ECU-0904,29,Masculino,Divorciado,3,Ciencias de la vida,6,1,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,7,6623,2,,2,6,0,1,0,11,3,4,3,2,3,3,Activa,,,0,25-34,4
ECU-0905,48,Masculino,Soltero,3,Ciencias de la vida,25,6,Investigación y desarrollo,Director de investigación,5,Barcelona,Viajes ocasionales,1,18265,0,,3,1,0,0,0,12,3,4,4,3,2,4,Activa,,,0,45-54,4
ECU-0906,29,Femenino,Divorciado,3,Ciencias de la vida,9,3,Investigación y desarrollo,Director de investigación,4,Barcelona,Viajes ocasionales,1,16124,2,,2,7,7,1,7,14,3,4,4,2,2,2,Activa,,,0,25-34,4
ECU-0907,34,Femenino,Casado,3,Grado técnico,2,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,20,2585,0,,5,1,0,0,0,17,3,3,3,4,4,2,Activa,,,0,25-34,3
ECU-0908,44,Masculino,Casado,3,Marketing,26,7,Ventas,Director,5,Madrid,Viajes ocasionales,5,18213,1,,5,22,9,3,10,11,3,2,2,3,3,3,Activa,,,0,35-44,2
ECU-0909,33,Masculino,Divorciado,5,Marketing,10,0,Ventas,Ejecutivo de ventas,3,Madrid,Viajes ocasionales,10,8380,2,,3,9,8,0,8,14,3,3,4,4,4,3,Activa,,,0,25-34,3
ECU-0910,19,Femenino,Soltero,3,Ciencias de la vida,1,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,25,2994,0,,2,1,0,0,1,12,3,4,2,4,4,3,Activa,,,0,<25,4
ECU-0911,23,Masculino,Casado,2,Ciencias de la vida,1,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,1,1223,1,,2,1,0,0,1,22,4,3,4,4,3,3,Activa,,,0,<25,3
ECU-0912,25,Masculino,Soltero,1,Ciencias de la vida,1,1,Ventas,Representante de ventas,1,Madrid,Viajes frecuentes,24,1118,0,,4,1,0,1,0,14,3,4,3,4,1,3,Finalizada,Voluntaria,Dimisión,1,25-34,4
ECU-0913,26,Masculino,Soltero,2,Ciencias de la vida,8,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,4,2875,0,,2,8,5,2,2,20,4,4,3,2,3,2,Activa,,,0,25-34,4
ECU-0914,45,Femenino,Soltero,3,Marketing,26,2,Ventas,Director,5,Madrid,Viajes ocasionales,2,18824,0,,2,24,10,1,11,16,3,2,1,1,1,3,Finalizada,Voluntaria,Jubilación,1,45-54,2
